1142.9	3
1020.1	5
1132.9	7
1093.1	8
1027.2	9
1146.2	9
1016.5	11
1161.3	11
1066.4	12
1180.4	14
1026.9	15
1177.5	16
1053.4	17
1177.7	21
1133.7	24
1116.3	25
1132.8	26
1012.9	28
1072.7	31
1001.2	33
1124.5	33
1069.9	36
1089.3	37
1176.8	37
1100.7	38
1158.3	40
1120.1	41
1148.4	42
1029.2	43
1112.2	44
1087.8	49
1086	51
1193.2	51
1166	53
1127.5	55
1021	56
1022	57
1158.4	58
1088	59
1074.8	62
1064	63
1197.6	65
1198.8	66
1018.6	70
1062.9	72
1156	72
1162.4	74
1130.4	79
1026.4	82
1142.1	84
1153.2	85
1102.2	86
1000.2	87
1112.2	88
1141.1	89
1043.7	90
1123.2	90
1143.1	92
1188.4	93
1038.4	95
1011	97
1128.3	97
1011.1	98
1049	100
1182.3	102
1121.7	106
1076.2	107
1098.4	108
1099.9	109
1120.1	110
1125.2	111
1140.2	113
1028.8	115
1062.5	118
1036.1	119
1085.9	120
1180.2	121
1072.6	122
1116.2	123
1023.7	124
1173.5	124
1034.9	126
1157.4	127
1034.7	130
1169.2	131
1001.5	133
1087.6	134
1186.9	134
1082.2	135
1178.3	135
1173.6	137
1087.5	139
1081	140
1142.7	144
1174.9	145
1049	147
1165.5	147
1147.1	149
1134.4	152
1057.9	153
1164.4	157
1097.5	159
1108.5	162
1027.2	163
1169.1	163
1019.8	164
1144.8	165
1170.2	166
1028.9	167
1101.1	170
1045.7	173
1167.2	173
1038.4	175
1049.4	177
1021.8	178
1135.3	179
1062.9	180
1114.6	181
1054.8	183
1104.2	186
1165.5	187
1058.2	188
1149.8	188
1111.5	189
1045.5	190
1102.4	191
1113.3	192
1108.5	193
1176.6	194
1006.1	195
1128.9	195
1053.4	196
1149.7	196
1182.6	198
1092.4	202
1117.4	203
1185.1	204
1043.4	205
1179.1	205
1078.3	208
1183.5	208
1099.9	209
1194.5	209
1032	210
1150	212
1049.6	215
1088.2	216
1152	218
1083.7	219
1048.5	221
1061.5	222
1176.5	225
1113.4	226
1020.6	228
1106.2	229
1049.8	230
1046	231
1008.6	232
1165.2	232
1072.7	235
1088.7	236
1026.9	238
1149.5	238
1001.2	240
1063.9	244
1158.8	245
1106.3	248
1028.9	249
1109.2	250
1069.9	251
1121.9	252
1199.5	257
1071	258
1012.5	263
1095.8	264
1100	265
1184.5	265
1181.2	267
1135.7	268
1116.3	269
1042.7	271
1187.8	272
1074.9	276
1059.2	278
1002.7	281
1171.9	284
1004.3	285
1145.2	285
1144.4	286
1070.7	287
1075.6	288
1127.4	289
1085.8	294
1154.1	296
1080.1	297
1064	298
1165.2	298
1105.1	300
1076.2	302
1103.5	304
1049	305
1110.9	306
1129.9	307
1086.1	308
1163.6	308
1039.8	310
1090.1	312
1178.1	313
1011.3	317
1025	319
1078.1	320
1041.4	322
1002.7	323
1102.2	323
1116.6	325
1143.8	328
1131.1	331
1077.8	332
1085.4	333
1075	334
1017.8	335
1137	335
1025.4	342
1035.9	343
1052.9	345
1199.7	347
1092.4	349
1069.2	350
1178.1	350
1131.8	352
1064	353
1128.8	354
1064.8	356
1192.4	357
1114.2	359
1043.8	363
1123.6	363
1071	365
1162.6	370
1116.7	371
1141.4	374
1169.6	375
1140	376
1085.1	379
1122.8	380
1104.2	381
1082.5	384
1183.1	384
1135.1	385
1098.2	386
1000.3	387
1054.1	389
1024.6	391
1146.8	393
1101.4	396
1149.4	397
1158.1	398
1075.6	399
1079.3	401
1122.9	402
1019.5	403
1013.3	407
1121	407
1068	409
1179.9	409
1081	410
1180.2	411
1132.7	413
1148.2	415
1158.4	416
1154.3	417
1084.7	418
1193	419
1016.1	422
1106.8	423
1186.2	423
1166.6	424
1142.1	427
1154.5	428
